Operation{accountId=3226, type=DEPOSIT, value=7554}
Operation{accountId=7126, type=WITHDRAW, value=6490}
Operation{accountId=7482, type=WITHDRAW, value=862}
Operation{accountId=1359, type=WITHDRAW, value=8085}
Operation{accountId=2871, type=WITHDRAW, value=6240}
Operation{accountId=921, type=WITHDRAW, value=4442}
Operation{accountId=6980, type=WITHDRAW, value=3352}
Operation{accountId=7059, type=WITHDRAW, value=8715}
Operation{accountId=5721, type=WITHDRAW, value=3873}
Operation{accountId=6544, type=WITHDRAW, value=9171}
Operation{accountId=1767, type=WITHDRAW, value=3682}
Operation{accountId=4419, type=WITHDRAW, value=1603}
Operation{accountId=9986, type=WITHDRAW, value=5081}
Operation{accountId=9094, type=WITHDRAW, value=5467}
Operation{accountId=3501, type=WITHDRAW, value=1776}
Operation{accountId=7690, type=WITHDRAW, value=6385}
Operation{accountId=2868, type=WITHDRAW, value=8783}
Operation{accountId=361, type=WITHDRAW, value=9313}
Operation{accountId=4354, type=WITHDRAW, value=3710}
Operation{accountId=135, type=WITHDRAW, value=6833}
Operation{accountId=2195, type=WITHDRAW, value=3220}
Operation{accountId=535, type=WITHDRAW, value=2799}
Operation{accountId=6244, type=WITHDRAW, value=8625}
Operation{accountId=3018, type=WITHDRAW, value=1913}
Operation{accountId=1351, type=WITHDRAW, value=8404}
Operation{accountId=1170, type=WITHDRAW, value=3657}
Operation{accountId=4258, type=WITHDRAW, value=6794}
Operation{accountId=4308, type=WITHDRAW, value=6395}
Operation{accountId=9910, type=WITHDRAW, value=7588}
Operation{accountId=9308, type=WITHDRAW, value=5020}
Operation{accountId=2606, type=WITHDRAW, value=339}
Operation{accountId=9019, type=WITHDRAW, value=3474}
Operation{accountId=702, type=WITHDRAW, value=2819}
Operation{accountId=1803, type=WITHDRAW, value=8338}
Operation{accountId=4618, type=WITHDRAW, value=1505}
Operation{accountId=5203, type=WITHDRAW, value=4498}
Operation{accountId=6936, type=WITHDRAW, value=7978}
Operation{accountId=2789, type=WITHDRAW, value=2523}
Operation{accountId=9518, type=WITHDRAW, value=770}
Operation{accountId=4821, type=WITHDRAW, value=2714}
Operation{accountId=8853, type=WITHDRAW, value=8558}
Operation{accountId=6549, type=WITHDRAW, value=7267}
Operation{accountId=6000, type=WITHDRAW, value=3838}
Operation{accountId=9579, type=WITHDRAW, value=3730}
Operation{accountId=1797, type=WITHDRAW, value=8442}
Operation{accountId=3956, type=WITHDRAW, value=3088}
Operation{accountId=3305, type=WITHDRAW, value=3656}
Operation{accountId=33, type=WITHDRAW, value=5119}
Operation{accountId=3547, type=WITHDRAW, value=5368}
Operation{accountId=3551, type=WITHDRAW, value=1011}
Operation{accountId=2486, type=WITHDRAW, value=3068}
Operation{accountId=7718, type=WITHDRAW, value=1804}
Operation{accountId=3978, type=WITHDRAW, value=9206}
Operation{accountId=9255, type=WITHDRAW, value=4611}
Operation{accountId=8549, type=WITHDRAW, value=4576}
Operation{accountId=5272, type=WITHDRAW, value=433}
Operation{accountId=4250, type=WITHDRAW, value=9171}
Operation{accountId=4172, type=WITHDRAW, value=6327}
Operation{accountId=83, type=WITHDRAW, value=9508}
Operation{accountId=9051, type=WITHDRAW, value=6269}
Operation{accountId=4003, type=WITHDRAW, value=7009}
Operation{accountId=5185, type=WITHDRAW, value=8747}
Operation{accountId=8388, type=WITHDRAW, value=1348}
Operation{accountId=9570, type=WITHDRAW, value=8317}
Operation{accountId=5327, type=WITHDRAW, value=7633}
Operation{accountId=8827, type=WITHDRAW, value=9190}
Operation{accountId=5819, type=WITHDRAW, value=3266}
Operation{accountId=3892, type=WITHDRAW, value=2149}
Operation{accountId=1660, type=WITHDRAW, value=1885}
Operation{accountId=7857, type=WITHDRAW, value=1004}
Operation{accountId=508, type=WITHDRAW, value=4654}
Operation{accountId=3464, type=WITHDRAW, value=2419}
Operation{accountId=2920, type=WITHDRAW, value=1462}
Operation{accountId=8925, type=WITHDRAW, value=3160}
Operation{accountId=257, type=WITHDRAW, value=1840}
Operation{accountId=3064, type=WITHDRAW, value=336}
Operation{accountId=3939, type=WITHDRAW, value=6716}
Operation{accountId=1192, type=WITHDRAW, value=4671}
Operation{accountId=4130, type=WITHDRAW, value=4026}
Operation{accountId=817, type=WITHDRAW, value=9856}
Operation{accountId=671, type=WITHDRAW, value=9924}
Operation{accountId=3281, type=WITHDRAW, value=2209}
Operation{accountId=1195, type=WITHDRAW, value=4776}
Operation{accountId=8161, type=WITHDRAW, value=9182}
Operation{accountId=8675, type=WITHDRAW, value=225}
Operation{accountId=4311, type=WITHDRAW, value=2249}
Operation{accountId=3945, type=WITHDRAW, value=1025}
Operation{accountId=5415, type=WITHDRAW, value=9347}
Operation{accountId=4003, type=WITHDRAW, value=1885}
Operation{accountId=9770, type=WITHDRAW, value=2906}
Operation{accountId=2124, type=WITHDRAW, value=1413}
Operation{accountId=4983, type=WITHDRAW, value=2462}
Operation{accountId=8377, type=WITHDRAW, value=8718}
Operation{accountId=4893, type=WITHDRAW, value=913}
Operation{accountId=39, type=WITHDRAW, value=2126}
Operation{accountId=8835, type=WITHDRAW, value=4811}
Operation{accountId=7439, type=WITHDRAW, value=675}
Operation{accountId=6870, type=WITHDRAW, value=7431}
Operation{accountId=5755, type=WITHDRAW, value=3633}
Operation{accountId=5778, type=WITHDRAW, value=2430}
Operation{accountId=4754, type=WITHDRAW, value=8390}
Operation{accountId=8892, type=WITHDRAW, value=5614}
Operation{accountId=9663, type=WITHDRAW, value=6588}
Operation{accountId=7708, type=WITHDRAW, value=4198}
Operation{accountId=4496, type=WITHDRAW, value=6970}
Operation{accountId=4744, type=WITHDRAW, value=5233}
Operation{accountId=1082, type=WITHDRAW, value=6887}
Operation{accountId=9259, type=WITHDRAW, value=7708}
Operation{accountId=5514, type=WITHDRAW, value=3308}
Operation{accountId=7892, type=WITHDRAW, value=6390}
Operation{accountId=7270, type=WITHDRAW, value=2949}
Operation{accountId=3867, type=WITHDRAW, value=1267}
Operation{accountId=9986, type=WITHDRAW, value=9812}
Operation{accountId=1886, type=WITHDRAW, value=7565}
Operation{accountId=6687, type=WITHDRAW, value=2161}
Operation{accountId=7338, type=WITHDRAW, value=6407}
Operation{accountId=510, type=WITHDRAW, value=3650}
Operation{accountId=2933, type=WITHDRAW, value=8047}
Operation{accountId=5778, type=WITHDRAW, value=5603}
Operation{accountId=9448, type=WITHDRAW, value=6352}
Operation{accountId=2675, type=WITHDRAW, value=7891}
Operation{accountId=2890, type=WITHDRAW, value=1697}
Operation{accountId=702, type=WITHDRAW, value=9771}
Operation{accountId=9768, type=WITHDRAW, value=7806}
Operation{accountId=4265, type=WITHDRAW, value=203}
Operation{accountId=6720, type=WITHDRAW, value=9649}
Operation{accountId=9301, type=WITHDRAW, value=8802}
Operation{accountId=8365, type=WITHDRAW, value=2140}
Operation{accountId=4301, type=WITHDRAW, value=5305}
Operation{accountId=8029, type=WITHDRAW, value=6421}
Operation{accountId=9371, type=WITHDRAW, value=973}
Operation{accountId=6253, type=WITHDRAW, value=478}
Operation{accountId=3530, type=WITHDRAW, value=8120}
Operation{accountId=2278, type=WITHDRAW, value=2976}
Operation{accountId=3926, type=WITHDRAW, value=2299}
Operation{accountId=9937, type=WITHDRAW, value=3013}
Operation{accountId=2159, type=WITHDRAW, value=9002}
Operation{accountId=4150, type=WITHDRAW, value=1775}
Operation{accountId=6092, type=WITHDRAW, value=5652}
Operation{accountId=9170, type=WITHDRAW, value=7}
Operation{accountId=7211, type=WITHDRAW, value=93}
Operation{accountId=9911, type=WITHDRAW, value=8165}
Operation{accountId=1143, type=WITHDRAW, value=521}
Operation{accountId=2509, type=WITHDRAW, value=8761}
Operation{accountId=4819, type=WITHDRAW, value=7592}
Operation{accountId=2566, type=WITHDRAW, value=3189}
Operation{accountId=8707, type=WITHDRAW, value=2121}
Operation{accountId=7343, type=WITHDRAW, value=4103}
Operation{accountId=4443, type=WITHDRAW, value=5772}
Operation{accountId=2355, type=WITHDRAW, value=6678}
Operation{accountId=5182, type=WITHDRAW, value=359}
Operation{accountId=3722, type=WITHDRAW, value=8456}
Operation{accountId=712, type=WITHDRAW, value=3524}
Operation{accountId=8206, type=WITHDRAW, value=2653}
Operation{accountId=5815, type=WITHDRAW, value=4534}
Operation{accountId=7598, type=WITHDRAW, value=2236}
Operation{accountId=7124, type=WITHDRAW, value=4135}
Operation{accountId=2875, type=WITHDRAW, value=5288}
Operation{accountId=4464, type=WITHDRAW, value=6687}
Operation{accountId=735, type=WITHDRAW, value=5087}
Operation{accountId=8649, type=WITHDRAW, value=7187}
Operation{accountId=4014, type=WITHDRAW, value=7983}
Operation{accountId=8972, type=WITHDRAW, value=5783}
Operation{accountId=133, type=WITHDRAW, value=9989}
Operation{accountId=5716, type=WITHDRAW, value=3441}
Operation{accountId=5743, type=WITHDRAW, value=1188}
Operation{accountId=1728, type=WITHDRAW, value=2668}
Operation{accountId=535, type=WITHDRAW, value=4254}
Operation{accountId=627, type=WITHDRAW, value=6853}
Operation{accountId=1031, type=WITHDRAW, value=401}
Operation{accountId=7973, type=WITHDRAW, value=8582}
Operation{accountId=4255, type=WITHDRAW, value=3537}
Operation{accountId=5255, type=WITHDRAW, value=5773}
Operation{accountId=8081, type=WITHDRAW, value=1934}
Operation{accountId=8676, type=WITHDRAW, value=7400}
Operation{accountId=5816, type=WITHDRAW, value=9202}
Operation{accountId=4179, type=WITHDRAW, value=7455}
Operation{accountId=4553, type=WITHDRAW, value=1193}
Operation{accountId=8744, type=WITHDRAW, value=5405}
Operation{accountId=8802, type=WITHDRAW, value=8173}
Operation{accountId=4074, type=WITHDRAW, value=8861}
Operation{accountId=6640, type=WITHDRAW, value=3949}
Operation{accountId=7151, type=WITHDRAW, value=6397}
Operation{accountId=7084, type=WITHDRAW, value=9210}
Operation{accountId=2900, type=WITHDRAW, value=9585}
Operation{accountId=5925, type=WITHDRAW, value=7726}
Operation{accountId=6601, type=WITHDRAW, value=8151}
Operation{accountId=4697, type=WITHDRAW, value=4345}
Operation{accountId=5097, type=WITHDRAW, value=9427}
Operation{accountId=7628, type=WITHDRAW, value=521}
Operation{accountId=3207, type=WITHDRAW, value=8087}
Operation{accountId=4892, type=WITHDRAW, value=1797}
Operation{accountId=6963, type=WITHDRAW, value=4224}
Operation{accountId=3131, type=WITHDRAW, value=4230}
Operation{accountId=8828, type=WITHDRAW, value=959}
Operation{accountId=7659, type=WITHDRAW, value=707}
Operation{accountId=112, type=WITHDRAW, value=8226}
Operation{accountId=7944, type=WITHDRAW, value=3191}
Operation{accountId=8159, type=WITHDRAW, value=8351}
Operation{accountId=6430, type=WITHDRAW, value=145}
Operation{accountId=4878, type=WITHDRAW, value=6540}
Operation{accountId=8732, type=WITHDRAW, value=2984}
Operation{accountId=3991, type=WITHDRAW, value=2398}
Operation{accountId=1024, type=WITHDRAW, value=9353}
Operation{accountId=6141, type=WITHDRAW, value=3405}
Operation{accountId=9234, type=WITHDRAW, value=6367}
Operation{accountId=9389, type=WITHDRAW, value=3536}
Operation{accountId=9405, type=WITHDRAW, value=7357}
Operation{accountId=4720, type=WITHDRAW, value=554}
Operation{accountId=1079, type=WITHDRAW, value=7722}
Operation{accountId=9021, type=WITHDRAW, value=1472}
Operation{accountId=4210, type=WITHDRAW, value=7274}
Operation{accountId=2475, type=WITHDRAW, value=4437}
Operation{accountId=8891, type=WITHDRAW, value=3685}
Operation{accountId=3860, type=WITHDRAW, value=4837}
Operation{accountId=2992, type=WITHDRAW, value=631}
Operation{accountId=2518, type=WITHDRAW, value=5370}
Operation{accountId=6479, type=WITHDRAW, value=371}
Operation{accountId=1699, type=WITHDRAW, value=1822}
Operation{accountId=2217, type=WITHDRAW, value=2084}
Operation{accountId=8392, type=WITHDRAW, value=2382}
Operation{accountId=9205, type=WITHDRAW, value=3202}
Operation{accountId=7306, type=WITHDRAW, value=2775}
Operation{accountId=6049, type=WITHDRAW, value=7853}
Operation{accountId=412, type=WITHDRAW, value=4704}
Operation{accountId=995, type=WITHDRAW, value=5578}
Operation{accountId=5037, type=WITHDRAW, value=4868}
Operation{accountId=2349, type=WITHDRAW, value=1415}
Operation{accountId=1935, type=WITHDRAW, value=6634}
Operation{accountId=2479, type=WITHDRAW, value=7292}
Operation{accountId=1042, type=WITHDRAW, value=5315}
Operation{accountId=1367, type=WITHDRAW, value=8815}
Operation{accountId=7055, type=WITHDRAW, value=9407}
Operation{accountId=3027, type=WITHDRAW, value=3252}
Operation{accountId=5457, type=WITHDRAW, value=3628}
Operation{accountId=7511, type=WITHDRAW, value=8416}
Operation{accountId=3357, type=WITHDRAW, value=8700}
Operation{accountId=6122, type=WITHDRAW, value=616}
Operation{accountId=9426, type=WITHDRAW, value=3233}
Operation{accountId=9851, type=WITHDRAW, value=7259}
Operation{accountId=7147, type=WITHDRAW, value=8664}
Operation{accountId=4609, type=WITHDRAW, value=7432}
Operation{accountId=6994, type=WITHDRAW, value=5184}
Operation{accountId=303, type=WITHDRAW, value=6733}
Operation{accountId=5567, type=WITHDRAW, value=3109}
Operation{accountId=3559, type=WITHDRAW, value=9294}
Operation{accountId=6205, type=WITHDRAW, value=7870}
Operation{accountId=8069, type=WITHDRAW, value=8606}
Operation{accountId=4526, type=WITHDRAW, value=9151}
Operation{accountId=2604, type=WITHDRAW, value=3133}
Operation{accountId=3365, type=WITHDRAW, value=779}
Operation{accountId=2622, type=WITHDRAW, value=5327}
Operation{accountId=1329, type=WITHDRAW, value=5929}
Operation{accountId=7861, type=WITHDRAW, value=9268}
Operation{accountId=9193, type=WITHDRAW, value=4930}
Operation{accountId=8271, type=WITHDRAW, value=9513}
Operation{accountId=6706, type=WITHDRAW, value=2709}
Operation{accountId=6630, type=WITHDRAW, value=1562}
Operation{accountId=1822, type=WITHDRAW, value=743}
Operation{accountId=5181, type=WITHDRAW, value=2898}
Operation{accountId=5295, type=WITHDRAW, value=8346}
Operation{accountId=2950, type=WITHDRAW, value=2353}
Operation{accountId=1577, type=WITHDRAW, value=7641}
Operation{accountId=6272, type=WITHDRAW, value=7112}
Operation{accountId=5110, type=WITHDRAW, value=1645}
Operation{accountId=478, type=WITHDRAW, value=4484}
Operation{accountId=4467, type=WITHDRAW, value=1167}
Operation{accountId=5235, type=WITHDRAW, value=2373}
Operation{accountId=5831, type=WITHDRAW, value=3019}
Operation{accountId=7433, type=WITHDRAW, value=3562}
Operation{accountId=2755, type=WITHDRAW, value=8413}
Operation{accountId=962, type=WITHDRAW, value=11}
Operation{accountId=2581, type=WITHDRAW, value=8634}
Operation{accountId=9333, type=WITHDRAW, value=7939}
Operation{accountId=6167, type=WITHDRAW, value=7950}
Operation{accountId=7690, type=WITHDRAW, value=2439}
Operation{accountId=180, type=WITHDRAW, value=7901}
Operation{accountId=8705, type=WITHDRAW, value=711}
Operation{accountId=6251, type=WITHDRAW, value=600}
Operation{accountId=3339, type=WITHDRAW, value=1105}
Operation{accountId=9788, type=WITHDRAW, value=3087}
Operation{accountId=4092, type=WITHDRAW, value=8028}
Operation{accountId=479, type=WITHDRAW, value=4125}
Operation{accountId=8057, type=WITHDRAW, value=7447}
Operation{accountId=5428, type=WITHDRAW, value=2596}
Operation{accountId=8652, type=WITHDRAW, value=4670}
Operation{accountId=1188, type=WITHDRAW, value=7318}
Operation{accountId=8902, type=WITHDRAW, value=550}
Operation{accountId=3815, type=WITHDRAW, value=9021}
Operation{accountId=1364, type=WITHDRAW, value=807}
Operation{accountId=9695, type=WITHDRAW, value=8743}
Operation{accountId=7914, type=WITHDRAW, value=3699}
Operation{accountId=4018, type=WITHDRAW, value=114}
Operation{accountId=2443, type=WITHDRAW, value=8374}
Operation{accountId=6709, type=WITHDRAW, value=1232}
Operation{accountId=6891, type=WITHDRAW, value=3260}
Operation{accountId=4243, type=WITHDRAW, value=3783}
Operation{accountId=3228, type=WITHDRAW, value=7993}
Operation{accountId=2493, type=WITHDRAW, value=9752}
Operation{accountId=2900, type=WITHDRAW, value=2425}
Operation{accountId=6347, type=WITHDRAW, value=9849}
Operation{accountId=5072, type=WITHDRAW, value=2085}
Operation{accountId=7617, type=WITHDRAW, value=3729}
Operation{accountId=9074, type=WITHDRAW, value=2382}
Operation{accountId=1724, type=WITHDRAW, value=1520}
Operation{accountId=9989, type=WITHDRAW, value=1530}
Operation{accountId=3356, type=WITHDRAW, value=4489}
Operation{accountId=8689, type=WITHDRAW, value=1048}
Operation{accountId=1148, type=WITHDRAW, value=2141}
Operation{accountId=8250, type=WITHDRAW, value=4017}
Operation{accountId=6940, type=WITHDRAW, value=4740}
Operation{accountId=6371, type=WITHDRAW, value=5533}
Operation{accountId=8192, type=WITHDRAW, value=938}
Operation{accountId=6160, type=WITHDRAW, value=543}
Operation{accountId=7185, type=WITHDRAW, value=6533}
Operation{accountId=6793, type=WITHDRAW, value=7823}
Operation{accountId=2337, type=WITHDRAW, value=1918}
Operation{accountId=7818, type=WITHDRAW, value=930}
Operation{accountId=6588, type=WITHDRAW, value=1811}
Operation{accountId=4855, type=WITHDRAW, value=8135}
Operation{accountId=6346, type=WITHDRAW, value=1064}
Operation{accountId=5805, type=WITHDRAW, value=4480}
Operation{accountId=8992, type=WITHDRAW, value=6358}
Operation{accountId=8148, type=WITHDRAW, value=9371}
Operation{accountId=4998, type=WITHDRAW, value=3633}
Operation{accountId=5824, type=WITHDRAW, value=7036}
Operation{accountId=6180, type=WITHDRAW, value=8441}
Operation{accountId=6791, type=WITHDRAW, value=8794}
Operation{accountId=8310, type=WITHDRAW, value=1085}
Operation{accountId=3773, type=WITHDRAW, value=8051}
Operation{accountId=2591, type=WITHDRAW, value=6230}
Operation{accountId=9242, type=WITHDRAW, value=8156}
Operation{accountId=9113, type=WITHDRAW, value=5976}
Operation{accountId=462, type=WITHDRAW, value=376}
Operation{accountId=5770, type=WITHDRAW, value=8832}
Operation{accountId=3851, type=WITHDRAW, value=9140}
Operation{accountId=7650, type=WITHDRAW, value=5209}
Operation{accountId=768, type=WITHDRAW, value=5085}
Operation{accountId=9441, type=WITHDRAW, value=2146}
Operation{accountId=3382, type=WITHDRAW, value=3935}
Operation{accountId=1062, type=WITHDRAW, value=1092}
Operation{accountId=9714, type=WITHDRAW, value=3036}
Operation{accountId=8129, type=WITHDRAW, value=8754}
Operation{accountId=4331, type=WITHDRAW, value=9589}
Operation{accountId=1994, type=WITHDRAW, value=5746}
Operation{accountId=5206, type=WITHDRAW, value=3607}
Operation{accountId=4203, type=WITHDRAW, value=2610}
Operation{accountId=6941, type=WITHDRAW, value=4421}
Operation{accountId=504, type=WITHDRAW, value=4296}
Operation{accountId=7247, type=WITHDRAW, value=781}
Operation{accountId=7071, type=WITHDRAW, value=3515}
Operation{accountId=2385, type=WITHDRAW, value=3386}
Operation{accountId=1082, type=WITHDRAW, value=1048}
Operation{accountId=7857, type=WITHDRAW, value=9030}
Operation{accountId=2562, type=WITHDRAW, value=4993}
Operation{accountId=3531, type=WITHDRAW, value=7354}
Operation{accountId=7197, type=WITHDRAW, value=808}
Operation{accountId=9284, type=WITHDRAW, value=5987}
Operation{accountId=4024, type=WITHDRAW, value=900}
Operation{accountId=6820, type=WITHDRAW, value=338}
Operation{accountId=2144, type=WITHDRAW, value=398}
Operation{accountId=6049, type=WITHDRAW, value=7729}
Operation{accountId=6169, type=WITHDRAW, value=5675}
Operation{accountId=4086, type=WITHDRAW, value=7405}
Operation{accountId=5538, type=WITHDRAW, value=3429}
Operation{accountId=5538, type=WITHDRAW, value=5444}
Operation{accountId=1840, type=WITHDRAW, value=3544}
Operation{accountId=9997, type=WITHDRAW, value=8060}
Operation{accountId=9494, type=WITHDRAW, value=3494}
Operation{accountId=8662, type=WITHDRAW, value=4558}
Operation{accountId=6694, type=WITHDRAW, value=4888}
Operation{accountId=1031, type=WITHDRAW, value=8285}
Operation{accountId=2018, type=WITHDRAW, value=7074}
Operation{accountId=1930, type=WITHDRAW, value=9831}
Operation{accountId=9067, type=WITHDRAW, value=2434}
Operation{accountId=7957, type=WITHDRAW, value=3143}
Operation{accountId=1707, type=WITHDRAW, value=3013}
Operation{accountId=3472, type=WITHDRAW, value=5300}
Operation{accountId=9165, type=WITHDRAW, value=4069}
Operation{accountId=2967, type=WITHDRAW, value=3529}
Operation{accountId=1818, type=WITHDRAW, value=2114}
Operation{accountId=3627, type=WITHDRAW, value=9202}
Operation{accountId=9263, type=WITHDRAW, value=2284}
Operation{accountId=3443, type=WITHDRAW, value=1776}
Operation{accountId=4249, type=WITHDRAW, value=2314}
Operation{accountId=2465, type=WITHDRAW, value=7817}
Operation{accountId=7475, type=WITHDRAW, value=3963}
Operation{accountId=7823, type=WITHDRAW, value=8991}
Operation{accountId=2358, type=WITHDRAW, value=9799}
Operation{accountId=6215, type=WITHDRAW, value=1211}
Operation{accountId=8255, type=WITHDRAW, value=4080}
Operation{accountId=4530, type=WITHDRAW, value=7830}
Operation{accountId=4783, type=WITHDRAW, value=7786}
Operation{accountId=6616, type=WITHDRAW, value=4708}
Operation{accountId=2428, type=WITHDRAW, value=7716}
Operation{accountId=182, type=WITHDRAW, value=6925}
Operation{accountId=788, type=WITHDRAW, value=8835}
Operation{accountId=6286, type=WITHDRAW, value=9}
Operation{accountId=4257, type=WITHDRAW, value=5594}
Operation{accountId=5288, type=WITHDRAW, value=3143}
Operation{accountId=2472, type=WITHDRAW, value=9703}
Operation{accountId=7847, type=WITHDRAW, value=4827}
Operation{accountId=1356, type=WITHDRAW, value=9036}
Operation{accountId=4310, type=WITHDRAW, value=5570}
Operation{accountId=2608, type=WITHDRAW, value=1977}
Operation{accountId=16, type=WITHDRAW, value=9891}
Operation{accountId=7193, type=WITHDRAW, value=4275}
Operation{accountId=4671, type=WITHDRAW, value=5507}
Operation{accountId=8433, type=WITHDRAW, value=5619}
Operation{accountId=269, type=WITHDRAW, value=2757}
Operation{accountId=3400, type=WITHDRAW, value=8621}
Operation{accountId=7574, type=WITHDRAW, value=5932}
Operation{accountId=9157, type=WITHDRAW, value=7179}
Operation{accountId=5679, type=WITHDRAW, value=5342}
Operation{accountId=315, type=WITHDRAW, value=5030}
Operation{accountId=1871, type=WITHDRAW, value=4568}
Operation{accountId=7110, type=WITHDRAW, value=8369}
Operation{accountId=1323, type=WITHDRAW, value=1080}
Operation{accountId=485, type=WITHDRAW, value=3490}
Operation{accountId=7744, type=WITHDRAW, value=699}
Operation{accountId=5697, type=WITHDRAW, value=3869}
Operation{accountId=2233, type=WITHDRAW, value=4899}
Operation{accountId=9723, type=WITHDRAW, value=6542}
Operation{accountId=8161, type=WITHDRAW, value=2708}
Operation{accountId=7269, type=WITHDRAW, value=8963}
Operation{accountId=3922, type=WITHDRAW, value=4347}
Operation{accountId=598, type=WITHDRAW, value=8132}
Operation{accountId=3388, type=WITHDRAW, value=8539}
Operation{accountId=8689, type=WITHDRAW, value=7184}
Operation{accountId=961, type=WITHDRAW, value=5366}
Operation{accountId=79, type=WITHDRAW, value=9381}
Operation{accountId=1405, type=WITHDRAW, value=7797}
Operation{accountId=9752, type=WITHDRAW, value=2059}
Operation{accountId=259, type=WITHDRAW, value=2356}
Operation{accountId=2657, type=WITHDRAW, value=4494}
Operation{accountId=9842, type=WITHDRAW, value=1757}
Operation{accountId=544, type=WITHDRAW, value=5143}
Operation{accountId=5862, type=WITHDRAW, value=7279}
Operation{accountId=3259, type=WITHDRAW, value=7878}
